,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,group,subgroup,first_name,last_name,cabin_deck,cabin_num,cabin_side,cabin_code
16,Mars,False,F/3/P,55 Cancri e,27.0,False,1286.0,122.0,,0.0,0.0,0014,01,Flats,Eccle,F,3,P,F3
17,Earth,False,F/4/P,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,0015,01,Carry,Hughriend,F,4,P,F4
18,Mars,True,F/5/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,0016,01,Alus,Upead,F,5,P,F5
19,Earth,False,G/0/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0017,01,Lyde,Brighttt,G,0,P,G0
20,Earth,False,F/6/P,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,0017,02,Philda,Brighttt,F,6,P,F6
21,Earth,True,E/0/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0020,01,Almary,Brantuarez,E,0,S,E0
22,Earth,True,E/0/S,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,0020,02,Glendy,Brantuarez,E,0,S,E0
23,Earth,True,E/0/S,55 Cancri e,29.0,False,0.0,0.0,,0.0,0.0,0020,03,Mollen,Mcfaddennon,E,0,S,E0
24,Earth,False,E/0/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,0020,04,Breney,Jacostanley,E,0,S,E0
25,Earth,True,E/0/S,PSO J318.5-22,1.0,False,,0.0,0.0,0.0,0.0,0020,05,Mael,Brantuarez,E,0,S,E0
26,Earth,False,E/0/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,0020,06,Terta,Mcfaddennon,E,0,S,E0
27,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,0022,01,,,D,0,P,D0
28,Europa,True,C/2/S,TRAPPIST-1e,62.0,False,0.0,0.0,,0.0,0.0,0024,01,Penton,Fullided,C,2,S,C2
29,Earth,False,F/6/S,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,0025,01,Karard,Brookenson,F,6,S,F6
30,Europa,False,C/0/P,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,0026,01,Anyoni,Unconary,C,0,P,C0
31,Mars,False,F/8/P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,0028,01,Ceros,Mare,F,8,P,F8
32,Earth,False,G/4/S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,0030,01,Ginia,Morsentley,G,4,S,G4
33,Mars,False,F/9/P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,0031,01,Coobix,Datie,F,9,P,F9
34,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0031,02,Cinets,Datie,F,9,P,F9
35,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,,0.0,1750.0,990.0,0.0,0031,03,Dontch,Datie,F,9,P,F9
36,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,0034,01,Ziba,Oingwhedly,D,1,S,D1
37,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,0035,01,Luse,Butte,D,1,P,D1
38,Earth,False,F/8/S,55 Cancri e,15.0,,0.0,492.0,48.0,20.0,401.0,0036,01,Marina,Leodger,F,8,S,F8
39,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,0038,01,Loise,Wheelez,F,10,S,F10
40,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,,0.0,0.0,0039,01,Jorgie,Batthewitt,G,1,P,G1
41,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0041,01,Margia,Moodsey,G,2,P,G2
42,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,0043,01,Ankalik,Cylistrand,B,3,P,B3
43,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,0044,01,Jodye,Coopelandez,G,3,P,G3
44,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,0044,02,Kayne,Coopelandez,G,3,P,G3
45,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,0044,03,Cassa,Coopelandez,G,3,P,G3
46,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,0045,01,Zelowl,Chmad,F,10,P,F10
47,Mars,True,F/10/P,,19.0,False,0.0,0.0,0.0,0.0,0.0,0045,02,Mass,Chmad,F,10,P,F10
48,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,,0.0,0050,01,Sony,Lancis,E,1,S,E1
49,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,0051,01,Vivia,Johnshines,E,2,S,E2
50,Earth,False,G/6/S,TRAPPIST-1e,,False,4.0,0.0,2.0,4683.0,0.0,0052,01,Elaney,Hubbarton,G,6,S,G6
51,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,0053,01,Elson,Hickerson,F,11,S,F11
52,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0056,01,Okulas,Tractive,A,1,S,A1
53,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,0056,02,Instab,Tractive,A,1,S,A1
54,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,0056,03,Zinoces,Tractive,A,1,S,A1
55,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,0058,01,Warry,Ayalazquez,G,7,S,G7
56,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,0061,01,Shanya,Salez,F,12,S,F12
57,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,0062,01,Sterry,Greeves,F,13,S,F13
58,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0064,01,,,F,14,S,F14
59,,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,,0.0,0.0,0064,02,Colatz,Keen,E,3,S,E3
60,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,0066,01,Diandy,Pecketton,G,6,P,G6
61,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,0067,01,Ninaha,Leeves,G,10,S,G10
62,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,0067,02,Celine,Leeves,G,10,S,G10
63,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,0067,03,Velyne,Leeves,F,15,S,F15
64,Mars,False,E/4/S,TRAPPIST-1e,,False,793.0,0.0,2.0,253.0,0.0,0068,01,Cinst,Binie,E,4,S,E4
65,Earth,False,F/16/S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,0069,01,,,F,16,S,F16
66,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,0070,01,Meremy,Brighttt,F,13,P,F13
67,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,0071,01,Nelly,Dillines,F,14,P,F14
68,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,0072,01,Thell,Brantuarez,F,17,S,F17
69,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,0073,01,Gorn,Make,D,3,P,D3
70,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,0074,01,Aldibah,Mostedry,C,3,S,C3
71,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,0076,01,Conk,Dal,F,18,S,F18
72,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,0077,01,Pon,Blité,F,15,P,F15
73,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,0078,01,Spuri,Pokerheed,C,4,S,C4
74,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0081,01,Dellie,Vinozarks,G,13,S,G13
75,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,0082,01,Totse,Datte,F,16,P,F16
76,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0082,02,Eaturs,Datte,F,16,P,F16
77,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0082,03,,,F,16,P,F16
78,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,0084,01,Coren,Coopezmaney,G,14,S,G14
79,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,0085,01,Furudah,Ellcefulve,C,5,S,C5
80,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,0086,01,Jodye,Kinson,F,17,P,F17
81,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,0088,01,Stmeal,Sacre,E,5,S,E5
82,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0090,01,Heremy,Santry,G,15,S,G15
83,Earth,True,G/16/S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,0091,01,Deanne,Yorkland,G,16,S,G16
84,Earth,False,F/20/S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,0091,02,Tinez,Yorkland,F,20,S,F20
85,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,0092,01,Gracy,Dunnisey,G,9,P,G9
86,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,0092,02,Stald,Hewson,G,9,P,G9
87,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0092,03,Tiney,Hewson,G,9,P,G9
88,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,0097,01,Alchium,Fictful,A,2,S,A2
89,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,0098,01,Doria,Carezquez,G,11,P,G11
90,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,0098,02,Leence,Carezquez,G,11,P,G11
91,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,0099,01,Aliey,Leetersoney,F,19,P,F19
92,Earth,,G/12/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0099,02,Thewis,Connelson,G,12,P,G12
93,Mars,True,,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0101,01,Book,Trad,,,,
94,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,0102,01,Ritany,Holson,F,23,S,F23
95,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,,0.0,0.0,17.0,0103,01,Arlen,Mclainez,F,24,S,F24
96,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,0103,02,Shaele,Mclainez,G,18,S,G18
97,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,0103,03,Fanne,Mclainez,G,18,S,G18
98,Earth,,F/21/P,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,0105,01,Carry,Cleachrand,F,21,P,F21
99,Mars,False,D/2/S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,0107,01,Coobix,Hart,D,2,S,D2
100,Earth,True,G/19/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0108,01,Natald,Handertiz,G,19,S,G19
101,Earth,False,G/19/S,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,0108,02,,,G,19,S,G19
102,Earth,False,G/19/S,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,0108,03,Oline,Handertiz,G,19,S,G19
103,Europa,False,,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,0110,01,Graviph,Aloubtled,,,,
104,Europa,,B/5/P,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,0110,02,Aldeba,Bootious,B,5,P,B5
105,Europa,False,B/5/P,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,0110,03,Alaratz,Aloubtled,B,5,P,B5
106,Europa,True,B/5/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0110,04,Izark,Aloubtled,B,5,P,B5
107,Europa,True,E/6/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,0111,01,Aldera,Supred,E,6,S,E6
108,Europa,False,B/1/S,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,0112,01,Moth,Cowtale,B,1,S,B1
109,Earth,False,F/23/P,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,0113,01,Idary,Carvis,F,23,P,F23
110,Earth,False,G/20/S,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,0114,01,Maura,Beckerson,G,20,S,G20
111,Mars,,F/24/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,,0115,01,Rohs,Pead,F,24,P,F24
112,Europa,False,D/4/P,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,0116,01,Alhenah,Suptive,D,4,P,D4
113,,False,A/0/P,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,0119,01,Batan,Coning,A,0,P,A0
114,Europa,True,A/0/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0119,02,Kleeiak,Coning,A,0,P,A0
115,Mars,True,F/25/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,,0120,01,Bees,Sacre,F,25,P,F25
116,Earth,False,G/21/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,0122,01,Shelle,Hayder,G,21,S,G21
117,Earth,False,F/27/P,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,0123,01,Iree,Fielson,F,27,P,F27
118,Mars,True,F/27/S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,0126,01,Milly,Mish,F,27,S,F27
119,Mars,False,E/7/S,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,0127,01,Miloss,Mesty,E,7,S,E7
120,Mars,False,D/3/S,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,0128,01,Grohs,Fles,D,3,S,D3
121,Mars,False,E/8/S,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,0128,02,Barave,Fles,E,8,S,E8
122,Earth,True,G/22/S,PSO J318.5-22,22.0,False,0.0,0.0,,0.0,0.0,0129,01,Race,Fowles,G,22,S,G22
123,Mars,True,F/29/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,0133,01,Flynx,Blie,F,29,S,F29
124,Mars,False,D/5/S,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,0133,02,Egrasp,Blie,D,5,S,D5
125,Earth,False,G/17/P,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,0134,01,Camina,Harmontry,G,17,P,G17
126,Earth,False,G/23/S,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,0136,01,,,G,23,S,G23
127,Earth,True,G/18/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0138,01,Fayene,Gambs,G,18,P,G18
128,Earth,False,E/5/P,,34.0,False,0.0,22.0,0.0,564.0,207.0,0138,02,Monah,Gambs,E,5,P,E5
129,Europa,True,C/6/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,0139,01,Charda,Myling,C,6,S,C6
130,Earth,True,G/19/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0140,01,Evaley,Mejiaddox,G,19,P,G19
131,Earth,False,F/29/P,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,0140,02,Verney,Whitakers,F,29,P,F29
132,Mars,False,F/30/P,TRAPPIST-1e,31.0,False,,0.0,97.0,0.0,0.0,0141,01,Pyrohs,Harte,F,30,P,F30
133,Earth,False,F/31/S,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,0144,01,Guadae,Dayers,F,31,S,F31
134,Earth,False,G/25/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,0146,01,Verly,Wolferguson,G,25,S,G25
135,Earth,True,G/26/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,0147,01,Samie,Hubbarrison,G,26,S,G26
136,Mars,False,F/31/P,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,0148,01,Corsh,Pashe,F,31,P,F31
137,Earth,True,G/27/S,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,0149,01,Billya,Hubbarrison,G,27,S,G27
138,Earth,True,G/20/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,0151,01,Shanie,Simson,G,20,P,G20
139,Earth,False,F/32/P,,41.0,False,0.0,0.0,0.0,0.0,607.0,0152,01,Andan,Estron,F,32,P,F32
140,Earth,False,G/22/P,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,0160,01,Gory,Atkinney,G,22,P,G22
141,Europa,True,B/8/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0163,01,Kabiton,Hetforhaft,B,8,P,B8
142,Europa,True,B/8/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0163,02,Scharab,Hetforhaft,B,8,P,B8
143,Earth,False,G/28/S,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,,135.0,0164,01,Fany,Hutchinton,G,28,S,G28
144,Earth,True,G/28/S,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,0164,02,Ianya,Hutchinton,G,28,S,G28
145,Mars,True,F/37/P,TRAPPIST-1e,35.0,,0.0,0.0,0.0,0.0,0.0,0165,01,Graven,Anche,F,37,P,F37
146,Mars,True,F/35/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0167,01,Miten,Floaf,F,35,S,F35
147,Mars,False,F/35/S,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,0167,02,Rios,Floaf,F,35,S,F35
148,Earth,True,G/23/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0169,01,Wandy,Fisherry,G,23,P,G23
149,Earth,False,E/10/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,0170,01,Mollie,Mcmahoney,E,10,S,E10
150,Earth,True,G/30/S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,0171,01,Coracy,Gordanieves,G,30,S,G30
151,Earth,True,G/24/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,0172,01,Hanna,Johnshines,G,24,P,G24
152,Earth,,E/11/S,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,0173,01,Hilip,Grifford,E,11,S,E11
153,Earth,False,F/38/P,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,0174,01,Doryn,Lambles,F,38,P,F38
154,Europa,False,B/2/S,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,0177,01,Toperon,Iniouser,B,2,S,B2
155,Mars,False,D/6/S,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,0178,01,Wees,Knik,D,6,S,D6
156,Earth,False,G/26/P,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,0179,01,Elaney,Webstephrey,G,26,P,G26
157,Earth,False,G/26/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0179,02,Raque,Webstephrey,G,26,P,G26
158,Earth,False,G/26/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0179,03,Sallyl,Webstephrey,G,26,P,G26
159,Earth,False,G/27/P,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,0181,01,Nancis,Brighttt,G,27,P,G27
160,Europa,True,C/3/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,0182,01,Ksorab,Disight,C,3,P,C3
161,Earth,False,F/36/S,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,0183,01,Stany,Weaves,F,36,S,F36
162,Earth,False,G/28/P,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,0186,01,Camiet,Shephendry,G,28,P,G28
163,Earth,True,G/31/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,0188,01,Branda,Romez,G,31,S,G31
164,Earth,False,E/8/P,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,0189,01,Helly,Booters,E,8,P,E8
165,Earth,True,G/32/S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,0190,01,,,G,32,S,G32
166,Earth,True,G/29/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0192,01,Tance,Adavisons,G,29,P,G29
167,Earth,False,G/29/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0192,02,Robyny,Adavisons,G,29,P,G29
168,Earth,False,G/29/P,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,0192,03,Lilace,Adavisons,G,29,P,G29
169,Mars,True,F/41/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0193,01,Sps,Raf,F,41,P,F41
170,Mars,False,F/41/P,TRAPPIST-1e,23.0,False,,0.0,8.0,1072.0,0.0,0193,02,Frook,Raf,F,41,P,F41
171,Mars,False,F/41/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0193,03,Goles,Raf,F,41,P,F41
172,Mars,False,F/42/P,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,0195,01,Bar,Floaf,F,42,P,F42
173,Mars,False,D/5/P,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,0196,01,Caper,Emead,D,5,P,D5
174,Europa,False,C/5/P,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,0197,01,Astrak,Dissper,C,5,P,C5
175,Earth,,G/30/P,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,0198,01,Jeroy,Cookson,G,30,P,G30
176,Earth,True,G/33/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0199,01,Regana,Morrows,G,33,S,G33
177,Earth,True,G/31/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0200,01,Elia,Colomonson,G,31,P,G31
178,Europa,True,B/3/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0201,01,Kaffias,Bacistion,B,3,S,B3
179,Europa,True,B/3/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,0201,02,Edaruma,Bacistion,B,3,S,B3
180,Europa,True,B/9/P,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,0202,01,Pomera,Embleng,B,9,P,B9
181,Europa,False,A/2/P,55 Cancri e,,False,0.0,2433.0,,878.0,443.0,0202,02,Vegas,Embleng,A,2,P,A2
182,Europa,True,C/8/S,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,0203,01,Ancham,Heateele,C,8,S,C8
183,Earth,False,G/34/S,TRAPPIST-1e,29.0,False,0.0,2.0,66.0,0.0,705.0,0205,01,Carma,Oneiles,G,34,S,G34
184,Europa,False,C/9/S,55 Cancri e,,False,2.0,1720.0,12.0,1125.0,122.0,0206,01,Nuson,Brugashed,C,9,S,C9
185,Earth,True,G/32/P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,0207,01,Thony,Mcfaddennon,G,32,P,G32
